Order_ID;Branch_Start;Start_Latitude;Start_Longitude;Branch_Drop;Pengirim;Penerima;Alamat Penerima;Weather_Condition;Vehicle_Type;Category;arrival_status;Quantity;Weight;Vehicle_Type_Assigned
zdnq498889156;Pasir Kaliki;-6.9162852;107.5981344;Lubuklinggau;Sheri Gray;Zachary Hernandez;Buah Batu No.746, RT 5/RW 3;Sunny;pick up truck;Toys;Tepat Waktu;9.0;11.1;cargo truck
xtcy136860042;Buah Batu;-6.9658122;107.637866;Solok;Wendy Hanson;Julia Williams;Ciwidey No.587, RT 8/RW 2;Sunny;cargo truck;Shoes;Terlambat;9.0;9.2;van
rnlx514524405;Cihampelas;-6.8989124;107.6043304;Pagar Alam;Derek Mckenzie;Barbara Durham;Dago No.823, RT 5/RW 10;Sunny;van;Snacks;Lebih Cepat Sampai;10.0;2.8;pick up truck
gssy057844321;Dago;-6.8750079;107.6159521;Payakumbuh;Brittany Franklin;Kimberly Rodgers;Pasir Kaliki No.205, RT 6/RW 10;Sunny;cargo truck;Shoes;Tepat Waktu;9.0;1.7;pick up truck
lsjn273617190;Pasir Kaliki;-6.9162852;107.5981344;Palembang;Kristopher Black;Thomas Rogers;Ciwidey No.346, RT 9/RW 1;Sunny;cargo truck;Cosmetics;Terlambat;10.0;2.0;pick up truck
ogif470900953;Kebon Kawung;-6.9123708;107.6016929;Bekasi;Brett Parker;Kimberly Rivers;Kebon Kawung No.610, RT 9/RW 3;Sunny;van;Home;Tepat Waktu;2.0;10.5;cargo truck
yezr533435320;Jalan Braga;-6.9168925;107.6091723;Banjarbaru;Tara Mathis;Michael Rivera;Pasir Kaliki No.727, RT 7/RW 7;Sunny;pick up truck;Clothing;Terlambat;4.0;4.4;pick up truck
riio545675473;Jalan Braga;-6.9168925;107.6091723;Pagar Alam;Matthew Clark;Shannon Williamson;Pasir Kaliki No.721, RT 5/RW 3;Sunny;pick up truck;Home;Tepat Waktu;1.0;2.0;pick up truck
lfho503260573;Cihampelas;-6.8989124;107.6043304;Padang;Sara Franklin;Melissa Mcbride;Riau No.260, RT 2/RW 4;Sunny;pick up truck;Electronics;Terlambat;3.0;8.7;van
cdly910960822;Cihampelas;-6.8989124;107.6043304;South Tangerang;Amy Perkins;Ashley Pittman;Setiabudi No.626, RT 6/RW 4;Sunny;cargo truck;Clothing;Terlambat;3.0;5.7;van
daek783960291;Kebon Kawung;-6.9123708;107.6016929;Bogor;Lisa Tran;Mr. Michael Taylor;Ciwidey No.714, RT 5/RW 8;Sunny;pick up truck;Home;Tepat Waktu;2.0;8.0;van
fwnw330613277;Jalan Braga;-6.9168925;107.6091723;Malang;Todd Simmons;Tammy Turner;Jalan Braga No.879, RT 4/RW 4;Sunny;pick up truck;Home;Terlambat;1.0;11.1;cargo truck
xqau722158642;Kebon Kawung;-6.9123708;107.6016929;Semarang;Jerry Conway;Joseph Pratt;Kebon Kawung No.614, RT 8/RW 8;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;3.0;12.8;cargo truck
rsgu336988804;Pasir Kaliki;-6.9162852;107.5981344;Palu;Scott Armstrong;Walter Clayton;Riau No.339, RT 8/RW 6;Sunny;cargo truck;Clothing;Terlambat;8.0;9.6;van
rqvn700893871;Dago;-6.8750079;107.6159521;Ternate;Adriana Vang;Nicole Clark;Jalan Braga No.803, RT 8/RW 10;Sunny;cargo truck;Sports;Terlambat;7.0;7.7;van
uuvi259544099;Lembong;-6.9165602;107.610072;Serang;Susan Miller;Aaron Mendoza;Buah Batu No.815, RT 3/RW 5;Sunny;cargo truck;Books;Tepat Waktu;8.0;9.1;van
beut951379798;Setiabudi;-6.8689938;107.5934024;Semarang;Samantha Blackburn;Jessica Hunt;Ciwidey No.887, RT 3/RW 1;Sunny;pick up truck;Cosmetics;Terlambat;5.0;8.7;van
eoiq357794412;Dago;-6.8750079;107.6159521;Pagar Alam;Richard Ryan;Zachary Sanchez;Buah Batu No.679, RT 6/RW 6;Sunny;pick up truck;Sports;Terlambat;3.0;2.6;pick up truck
jqad663832266;Dago;-6.8750079;107.6159521;Bukittinggi;Franklin Becker;Jenna Humphrey;Dago No.920, RT 5/RW 7;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;1.0;5.1;van
fzqu114731576;Dago;-6.8750079;107.6159521;Palu;Bryan Wilson;Joel Lam;Cihampelas No.630, RT 6/RW 6;Sunny;van;Books;Lebih Cepat Sampai;9.0;8.3;van
eqrb644761656;Lembong;-6.9165602;107.610072;Sungaipenuh;Nicholas Jones;Antonio Bowers;Pasir Kaliki No.975, RT 10/RW 6;Sunny;cargo truck;Clothing;Terlambat;4.0;4.4;pick up truck
ajtu664913183;Ciwidey;-7.1027234;107.4641673;Dumai;Angel Anderson;Christian Allen;Lembong No.497, RT 10/RW 7;Sunny;cargo truck;Clothing;Terlambat;8.0;4.8;pick up truck
tgjr617371120;Setiabudi;-6.8689938;107.5934024;Yogyakarta;Tiffany Bullock;Richard Coleman;Buah Batu No.86, RT 6/RW 5;Sunny;pick up truck;Books;Lebih Cepat Sampai;8.0;6.3;van
qrgy027963729;Jalan Braga;-6.9168925;107.6091723;Bandar Lampung;Amanda Meyer;Kelli Matthews;Setiabudi No.987, RT 5/RW 9;Sunny;pick up truck;Sports;Lebih Cepat Sampai;9.0;12.8;cargo truck
oxfo938656082;Pasir Kaliki;-6.9162852;107.5981344;Ternate;Ronnie Evans;Jacob Burke;Buah Batu No.207, RT 3/RW 5;Sunny;cargo truck;Toys;Terlambat;3.0;6.2;van
jzlm858828682;Lembong;-6.9165602;107.610072;Padang;Mary Harmon;Matthew Ortiz;Ciwidey No.76, RT 1/RW 8;Sunny;pick up truck;Clothing;Tepat Waktu;9.0;14.7;cargo truck
jaho194132087;Cihampelas;-6.8989124;107.6043304;Kupang;Charles Tucker;Julie Heath;Cihampelas No.779, RT 7/RW 2;Sunny;cargo truck;Clothing;Tepat Waktu;6.0;5.0;pick up truck
qbmn912201714;Ciwidey;-7.1027234;107.4641673;Bekasi;Wesley Burns Jr.;Melissa Johnson;Ciwidey No.116, RT 7/RW 8;Sunny;pick up truck;Electronics;Terlambat;2.0;6.2;van
dohj449204747;Dago;-6.8750079;107.6159521;Makassar;Paul Mitchell;Ronald Ortega;Setiabudi No.306, RT 1/RW 8;Sunny;pick up truck;Shoes;Tepat Waktu;9.0;8.4;van
gker333473715;Buah Batu;-6.9658122;107.637866;Banda Aceh;Kevin Hodge;Miss Lori Phillips DDS;Cihampelas No.675, RT 1/RW 7;Sunny;pick up truck;Home;Lebih Cepat Sampai;1.0;12.2;cargo truck
wbww508998462;Jalan Braga;-6.9168925;107.6091723;Jayapura;Brandon Olson;Tiffany Brown;Kebon Kawung No.620, RT 2/RW 8;Sunny;pick up truck;Books;Tepat Waktu;10.0;3.0;pick up truck
mmad593959244;Buah Batu;-6.9658122;107.637866;Pagar Alam;Joseph Garcia;Haley Bright;Pasir Kaliki No.571, RT 5/RW 7;Sunny;pick up truck;Clothing;Terlambat;9.0;9.6;van
zdpy844776470;Jalan Braga;-6.9168925;107.6091723;Ternate;Randall Diaz DVM;Kathleen Brown;Pasir Kaliki No.366, RT 2/RW 7;Sunny;pick up truck;Toys;Lebih Cepat Sampai;9.0;12.8;cargo truck
hjeg844632524;Kebon Kawung;-6.9123708;107.6016929;Samarinda;Jon Jenkins;James Johnson;Ciwidey No.326, RT 1/RW 10;Sunny;pick up truck;Electronics;Terlambat;2.0;6.5;van
novy567365948;Riau;-6.9059201;107.6209624;Bekasi;Ashley Schneider;Sharon May;Ciwidey No.321, RT 6/RW 1;Sunny;pick up truck;Home;Lebih Cepat Sampai;2.0;12.3;cargo truck
gdka189674265;Setiabudi;-6.8689938;107.5934024;Jayapura;Linda Gutierrez;William Rogers;Lembong No.535, RT 3/RW 6;Sunny;pick up truck;Grocery;Terlambat;9.0;12.9;cargo truck
ngmo256196198;Jalan Braga;-6.9168925;107.6091723;South Tangerang;Scott Velez;Michael Smith;Dago No.144, RT 5/RW 3;Sunny;pick up truck;Shoes;Tepat Waktu;9.0;13.7;cargo truck
fqps831143401;Dago;-6.8750079;107.6159521;Metro;Catherine Michael;Sandra Barton;Lembong No.125, RT 8/RW 8;Sunny;pick up truck;Books;Terlambat;10.0;8.4;van
zyja578759594;Kebon Kawung;-6.9123708;107.6016929;Sorong;Jesse Moore;Angel Reynolds;Jalan Braga No.789, RT 4/RW 6;Sunny;pick up truck;Sports;Terlambat;8.0;11.6;cargo truck
dhcj032141629;Dago;-6.8750079;107.6159521;Cilegon;Robert Hudson;Roger Perez;Pasir Kaliki No.235, RT 1/RW 1;Sunny;pick up truck;Sports;Terlambat;2.0;4.1;pick up truck
rjqm539013036;Jalan Braga;-6.9168925;107.6091723;Mataram;Sheryl Hughes;Dustin Gaines;Dago No.982, RT 9/RW 8;Sunny;pick up truck;Shoes;Terlambat;3.0;9.3;van
uavl345029402;Lembong;-6.9165602;107.610072;Surabaya;Alexander Callahan;Harold Johnson;Kebon Kawung No.124, RT 4/RW 5;Sunny;pick up truck;Home;Tepat Waktu;2.0;13.9;cargo truck
ggxe477861866;Dago;-6.8750079;107.6159521;Pagar Alam;John Edwards;Toni Ross;Lembong No.972, RT 4/RW 5;Sunny;pick up truck;Books;Terlambat;7.0;10.2;cargo truck
kfwp675511217;Jalan Braga;-6.9168925;107.6091723;Ambon;Laura Cochran;Erin Huber;Dago No.161, RT 4/RW 10;Sunny;cargo truck;Home;Lebih Cepat Sampai;2.0;4.7;pick up truck
gbin921520781;Kebon Kawung;-6.9123708;107.6016929;Bekasi;Tiffany Flores;Courtney Murphy;Jalan Braga No.95, RT 2/RW 4;Sunny;pick up truck;Home;Terlambat;3.0;8.1;van
vlzv017145192;Dago;-6.8750079;107.6159521;Lubuklinggau;Robert Aguilar;Christina Savage;Ciwidey No.130, RT 5/RW 8;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;7.0;4.5;pick up truck
xgnq075470212;Setiabudi;-6.8689938;107.5934024;Metro;Ricky Mitchell;Martha Anderson;Ciwidey No.61, RT 3/RW 5;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;8.0;14.1;cargo truck
zeeb860592210;Kebon Kawung;-6.9123708;107.6016929;Solok;Alexis Chang;Alyssa Matthews;Dago No.188, RT 10/RW 2;Sunny;pick up truck;Cosmetics;Tepat Waktu;9.0;5.0;pick up truck
hrwe786417568;Riau;-6.9059201;107.6209624;Tanjung Pinang;Michaela Daugherty;Sarah Austin;Setiabudi No.123, RT 10/RW 9;Sunny;pick up truck;Electronics;Tepat Waktu;1.0;4.9;pick up truck
oryd117439361;Dago;-6.8750079;107.6159521;Sawahlunto;James Medina;Stephanie Jarvis;Dago No.374, RT 7/RW 9;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;3.0;1.4;pick up truck
nicr379483488;Lembong;-6.9165602;107.610072;Depok;Andrew Jackson;Peter Ward;Lembong No.9, RT 9/RW 2;Sunny;pick up truck;Clothing;Terlambat;9.0;5.9;van
flsw982254163;Kebon Kawung;-6.9123708;107.6016929;South Tangerang;Kelly Brooks;Christine Blackwell;Riau No.517, RT 10/RW 10;Sunny;cargo truck;Snacks;Terlambat;8.0;13.1;cargo truck
xxuc499608084;Lembong;-6.9165602;107.610072;Malang;Thomas Ramos MD;Stephen Williams;Pasir Kaliki No.714, RT 9/RW 10;Sunny;van;Home;Terlambat;1.0;6.1;van
tmvc257682548;Cihampelas;-6.8989124;107.6043304;Solok;Cody Bennett;Gregory Reyes;Setiabudi No.676, RT 5/RW 5;Sunny;cargo truck;Books;Lebih Cepat Sampai;6.0;7.2;van
fftw155908631;Setiabudi;-6.8689938;107.5934024;Jakarta;Dr. David Wilson;John Thompson;Dago No.774, RT 7/RW 7;Sunny;cargo truck;Cosmetics;Tepat Waktu;8.0;1.7;pick up truck
ckdm633727029;Cihampelas;-6.8989124;107.6043304;Banda Aceh;Clarence Norman;Stacey Hawkins;Setiabudi No.838, RT 9/RW 4;Sunny;pick up truck;Grocery;Tepat Waktu;5.0;10.0;van
keud494395490;Dago;-6.8750079;107.6159521;Makassar;Kimberly Ortega;Ashley Robinson;Ciwidey No.536, RT 6/RW 7;Sunny;cargo truck;Toys;Lebih Cepat Sampai;2.0;12.6;cargo truck
atic223355684;Jalan Braga;-6.9168925;107.6091723;Depok;Keith Wheeler;Tracy Russell;Lembong No.192, RT 1/RW 6;Sunny;van;Books;Terlambat;9.0;8.6;van
faxz667594118;Lembong;-6.9165602;107.610072;Yogyakarta;Stephanie Stokes;Anne Palmer;Setiabudi No.596, RT 4/RW 6;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;8.0;8.5;van
eohb824200168;Setiabudi;-6.8689938;107.5934024;Cilegon;Jennifer Mitchell;Aaron Moon;Setiabudi No.565, RT 6/RW 7;Sunny;cargo truck;Snacks;Lebih Cepat Sampai;10.0;2.6;pick up truck
opiq451042596;Dago;-6.8750079;107.6159521;Dumai;Alexandra Mcbride;Lisa Robinson;Cihampelas No.194, RT 2/RW 4;Sunny;cargo truck;Shoes;Terlambat;2.0;10.1;cargo truck
rnuc054161946;Jalan Braga;-6.9168925;107.6091723;Banjarbaru;Jessica Carroll;Joe Davis;Buah Batu No.319, RT 7/RW 1;Sunny;cargo truck;Books;Terlambat;10.0;2.5;pick up truck
oxea126432095;Cihampelas;-6.8989124;107.6043304;Banda Aceh;Veronica Brown;Karen Meza;Riau No.131, RT 8/RW 9;Sunny;cargo truck;Home;Terlambat;1.0;10.3;cargo truck
ayus499099203;Kebon Kawung;-6.9123708;107.6016929;Banjarbaru;Michael Anderson;Diana Mcguire;Setiabudi No.78, RT 2/RW 1;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;5.0;3.7;pick up truck
gstt520828449;Dago;-6.8750079;107.6159521;Kupang;Ashley Cooper;Jessica Carpenter;Kebon Kawung No.105, RT 9/RW 4;Sunny;pick up truck;Snacks;Terlambat;7.0;3.7;pick up truck
jbau972850110;Setiabudi;-6.8689938;107.5934024;Salatiga;Zachary Brooks;Brent Gomez;Cihampelas No.869, RT 9/RW 4;Sunny;van;Clothing;Lebih Cepat Sampai;10.0;5.4;van
ihva618572417;Setiabudi;-6.8689938;107.5934024;Makassar;Catherine Flores;Sheila Rojas;Cihampelas No.43, RT 3/RW 6;Sunny;van;Sports;Terlambat;3.0;2.5;pick up truck
vkpe355322627;Cihampelas;-6.8989124;107.6043304;Palu;Bruce Curry;Russell Moore;Cihampelas No.87, RT 4/RW 4;Sunny;pick up truck;Clothing;Terlambat;9.0;12.4;cargo truck
meeq768171362;Dago;-6.8750079;107.6159521;Gresik;Kelly Taylor;Jamie Smith;Lembong No.300, RT 8/RW 2;Sunny;cargo truck;Cosmetics;Lebih Cepat Sampai;5.0;2.5;pick up truck
cpol665989034;Jalan Braga;-6.9168925;107.6091723;Bogor;Heather Burns;Tracey Smith;Dago No.875, RT 8/RW 7;Sunny;cargo truck;Grocery;Tepat Waktu;6.0;11.1;cargo truck
tshp238044043;Kebon Kawung;-6.9123708;107.6016929;Balikpapan;Megan Brown;Ian Reed;Ciwidey No.642, RT 9/RW 1;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;8.0;11.8;cargo truck
lica069675616;Dago;-6.8750079;107.6159521;Semarang;Elaine Medina;Megan Newman;Cihampelas No.740, RT 1/RW 3;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;8.0;11.4;cargo truck
svld706205175;Buah Batu;-6.9658122;107.637866;Mataram;Crystal Reid MD;Sheila Cox;Cihampelas No.322, RT 6/RW 3;Sunny;cargo truck;Sports;Lebih Cepat Sampai;8.0;7.4;van
icvo893644492;Pasir Kaliki;-6.9162852;107.5981344;Mojokerto;Cynthia Rogers;Jonathan Snow;Buah Batu No.636, RT 6/RW 10;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;4.0;14.9;cargo truck
jzhp553860958;Buah Batu;-6.9658122;107.637866;Pontianak;Crystal Warner;Christopher Briggs;Buah Batu No.474, RT 10/RW 10;Sunny;cargo truck;Grocery;Tepat Waktu;7.0;8.9;van
ytol079995115;Jalan Braga;-6.9168925;107.6091723;Sawahlunto;Annette Hoffman;Paul Robinson;Kebon Kawung No.508, RT 4/RW 10;Sunny;cargo truck;Snacks;Terlambat;9.0;12.3;cargo truck
ocmd304725933;Lembong;-6.9165602;107.610072;Ternate;Jacqueline Byrd;John Mccullough;Lembong No.400, RT 8/RW 6;Sunny;cargo truck;Home;Tepat Waktu;3.0;2.6;pick up truck
gqje202539223;Dago;-6.8750079;107.6159521;Bukittinggi;Jennifer White;Larry Conley;Kebon Kawung No.882, RT 6/RW 5;Sunny;pick up truck;Toys;Lebih Cepat Sampai;5.0;2.6;pick up truck
dsdr256348370;Kebon Kawung;-6.9123708;107.6016929;Semarang;Kimberly Johnson;Cindy Lester;Buah Batu No.410, RT 8/RW 1;Sunny;pick up truck;Books;Tepat Waktu;9.0;13.1;cargo truck
bjsj483748549;Kebon Kawung;-6.9123708;107.6016929;Pagar Alam;Dakota Sanchez;David Mcbride;Riau No.462, RT 6/RW 10;Sunny;pick up truck;Shoes;Terlambat;2.0;1.5;pick up truck
cwef233436075;Cihampelas;-6.8989124;107.6043304;Ternate;Amanda Williams;Lawrence Turner;Kebon Kawung No.281, RT 8/RW 4;Sunny;pick up truck;Clothing;Terlambat;5.0;12.9;cargo truck
uivy806971628;Kebon Kawung;-6.9123708;107.6016929;Solo;Tracy Ibarra;Joshua Brown;Cihampelas No.4, RT 5/RW 2;Sunny;cargo truck;Home;Tepat Waktu;1.0;5.8;van
xhdh047393131;Dago;-6.8750079;107.6159521;Manado;Katherine Bryant;Paige Arnold;Jalan Braga No.234, RT 10/RW 1;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;7.0;4.1;pick up truck
rtjh521722841;Jalan Braga;-6.9168925;107.6091723;Surabaya;Kevin Stewart;Sarah Jackson;Ciwidey No.874, RT 3/RW 8;Sunny;pick up truck;Sports;Terlambat;9.0;9.5;van
jyhs252188077;Cihampelas;-6.8989124;107.6043304;Medan;Angela Wolf;Adam Washington;Jalan Braga No.467, RT 10/RW 8;Sunny;cargo truck;Cosmetics;Terlambat;5.0;11.8;cargo truck
fwwo521045969;Setiabudi;-6.8689938;107.5934024;Palembang;Joel Stanley;Nathan Walker;Pasir Kaliki No.474, RT 4/RW 4;Sunny;pick up truck;Electronics;Terlambat;1.0;10.3;cargo truck
hgkl990804528;Pasir Kaliki;-6.9162852;107.5981344;Balikpapan;Brian Oliver;Rebecca Griffin;Pasir Kaliki No.782, RT 3/RW 3;Sunny;pick up truck;Books;Terlambat;8.0;3.5;pick up truck
vwoq561229732;Setiabudi;-6.8689938;107.5934024;Serang;Sandra Baxter;Clifford Pope;Riau No.546, RT 1/RW 9;Sunny;van;Shoes;Terlambat;1.0;13.1;cargo truck
afei977775767;Dago;-6.8750079;107.6159521;Sawahlunto;Jennifer Thompson;Diane Johnson;Buah Batu No.737, RT 6/RW 9;Sunny;cargo truck;Electronics;Terlambat;1.0;6.0;van
uued496794007;Setiabudi;-6.8689938;107.5934024;Pagar Alam;Jessica Long;James Bolton;Lembong No.272, RT 6/RW 1;Sunny;pick up truck;Toys;Lebih Cepat Sampai;6.0;11.5;cargo truck
vxtj689186565;Pasir Kaliki;-6.9162852;107.5981344;Pontianak;Frank Moses;Jesus Snyder;Pasir Kaliki No.932, RT 4/RW 8;Sunny;van;Home;Lebih Cepat Sampai;2.0;3.2;pick up truck
hqmr555684922;Dago;-6.8750079;107.6159521;Jayapura;Kristopher Sanders;Kelli Hall;Setiabudi No.72, RT 10/RW 10;Sunny;cargo truck;Cosmetics;Tepat Waktu;10.0;13.7;cargo truck
iosa076783735;Pasir Kaliki;-6.9162852;107.5981344;Bogor;Julie Rivera MD;Steven Stout;Setiabudi No.939, RT 1/RW 8;Sunny;pick up truck;Toys;Tepat Waktu;7.0;10.6;cargo truck
deiz748348812;Dago;-6.8750079;107.6159521;Jambi;Mrs. Alyssa Johnson DDS;Benjamin Phillips;Riau No.172, RT 5/RW 5;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;7.0;3.0;pick up truck
zagf517286818;Riau;-6.9059201;107.6209624;Serang;Benjamin Taylor;Jasmine Castro;Riau No.440, RT 10/RW 5;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;3.0;7.2;van
eijt772813227;Kebon Kawung;-6.9123708;107.6016929;Semarang;Robert Burns;Michael Mclean;Jalan Braga No.820, RT 2/RW 1;Sunny;pick up truck;Clothing;Tepat Waktu;4.0;14.4;cargo truck
snqp734871088;Pasir Kaliki;-6.9162852;107.5981344;Payakumbuh;Alexander Harris;Jay Hurley;Cihampelas No.662, RT 7/RW 8;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;10.0;2.8;pick up truck
zuuq957496323;Kebon Kawung;-6.9123708;107.6016929;Cimahi;Tracy Griffin;William Wood;Cihampelas No.227, RT 1/RW 3;Sunny;pick up truck;Cosmetics;Terlambat;9.0;3.6;pick up truck
bejo482478504;Cihampelas;-6.8989124;107.6043304;Ambon;Mr. Nathaniel Hunter;Benjamin Nelson;Dago No.541, RT 7/RW 5;Sunny;pick up truck;Cosmetics;Terlambat;8.0;12.4;cargo truck
jzpn133462074;Setiabudi;-6.8689938;107.5934024;Sumedang;Joel Clark;Elizabeth Ortiz;Kebon Kawung No.215, RT 2/RW 8;Sunny;cargo truck;Sports;Terlambat;8.0;2.4;pick up truck
mztk990882588;Setiabudi;-6.8689938;107.5934024;Bekasi;Kyle Craig;Jade Hooper;Buah Batu No.978, RT 7/RW 2;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;8.0;7.3;van
yajx921073846;Dago;-6.8750079;107.6159521;Semarang;Jeanne Wang;Robert Crawford;Kebon Kawung No.116, RT 3/RW 8;Sunny;pick up truck;Snacks;Terlambat;9.0;13.8;cargo truck
ymuy854364129;Jalan Braga;-6.9168925;107.6091723;Ambon;John Valentine;Matthew Price;Cihampelas No.359, RT 5/RW 8;Sunny;van;Electronics;Tepat Waktu;1.0;12.5;cargo truck
lswi984607341;Dago;-6.8750079;107.6159521;Banda Aceh;Joanna Pearson;Anita Lane;Kebon Kawung No.96, RT 10/RW 3;Sunny;pick up truck;Snacks;Terlambat;9.0;7.4;van
skmv903593285;Cihampelas;-6.8989124;107.6043304;Yogyakarta;James Lane;Thomas Kirk;Kebon Kawung No.933, RT 10/RW 6;Sunny;pick up truck;Clothing;Terlambat;6.0;14.3;cargo truck
exhb514786492;Lembong;-6.9165602;107.610072;Binjai;Lisa Copeland;Dustin Richardson;Lembong No.376, RT 8/RW 3;Sunny;pick up truck;Sports;Terlambat;9.0;12.9;cargo truck
lbqm150022979;Dago;-6.8750079;107.6159521;Surabaya;Erica Collins;James Potts;Ciwidey No.207, RT 9/RW 8;Sunny;cargo truck;Home;Lebih Cepat Sampai;3.0;10.7;cargo truck
sggy012093324;Kebon Kawung;-6.9123708;107.6016929;Banda Aceh;Tammy Hill;Stephanie Vazquez;Cihampelas No.94, RT 7/RW 1;Sunny;cargo truck;Clothing;Terlambat;7.0;7.8;van
lnob270753198;Dago;-6.8750079;107.6159521;Banjarbaru;Sherri Beard;Michael Hoffman;Jalan Braga No.844, RT 4/RW 9;Sunny;pick up truck;Grocery;Terlambat;6.0;5.9;van
fzrx169337497;Ciwidey;-7.1027234;107.4641673;Pontianak;Victor Hines;Daniel Flores;Jalan Braga No.611, RT 7/RW 9;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;8.0;10.1;cargo truck
whco833269871;Dago;-6.8750079;107.6159521;Pontianak;Jason Solomon;Stacey Richards;Kebon Kawung No.601, RT 3/RW 9;Sunny;cargo truck;Toys;Terlambat;9.0;5.9;van
kfqm138289050;Riau;-6.9059201;107.6209624;Mojokerto;Angela Lucero;Lucas Richardson;Riau No.466, RT 10/RW 1;Sunny;pick up truck;Shoes;Tepat Waktu;5.0;1.6;pick up truck
wxiw615560690;Dago;-6.8750079;107.6159521;Payakumbuh;Susan Berry;William Harvey;Lembong No.971, RT 7/RW 10;Sunny;cargo truck;Electronics;Terlambat;2.0;13.1;cargo truck
tuje831952600;Setiabudi;-6.8689938;107.5934024;Pontianak;Elizabeth Hall;Robert Pierce;Dago No.914, RT 5/RW 6;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;7.0;1.1;pick up truck
vrfm645341439;Lembong;-6.9165602;107.610072;Sorong;Thomas Perry;Angela Martinez;Pasir Kaliki No.316, RT 7/RW 10;Sunny;cargo truck;Toys;Terlambat;6.0;12.8;cargo truck
vohr903443024;Riau;-6.9059201;107.6209624;Dumai;Diane Howard;Linda Vargas;Kebon Kawung No.69, RT 5/RW 10;Sunny;pick up truck;Shoes;Terlambat;6.0;12.1;cargo truck
psgb687765383;Dago;-6.8750079;107.6159521;Bukittinggi;Martin Smith;Tara Barnes;Riau No.532, RT 4/RW 9;Sunny;pick up truck;Electronics;Terlambat;3.0;7.5;van
plbb785193045;Setiabudi;-6.8689938;107.5934024;Cilegon;Dawn Harvey;Stephen Sandoval;Kebon Kawung No.667, RT 1/RW 3;Sunny;cargo truck;Shoes;Terlambat;7.0;6.6;van
hbjg193447472;Jalan Braga;-6.9168925;107.6091723;Mojokerto;Holly Hill;Lori Moore;Dago No.133, RT 7/RW 2;Sunny;cargo truck;Sports;Terlambat;8.0;9.8;van
wdrc366326438;Kebon Kawung;-6.9123708;107.6016929;Metro;Robert Perkins;Andrew Martin;Riau No.501, RT 1/RW 8;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;5.0;7.3;van
xemg456104645;Ciwidey;-7.1027234;107.4641673;Mataram;Christopher Garrett;Crystal Coffey;Dago No.987, RT 5/RW 3;Sunny;pick up truck;Toys;Terlambat;4.0;5.5;van
avrv005980676;Jalan Braga;-6.9168925;107.6091723;Payakumbuh;Wendy Chavez;Amanda Wright;Lembong No.953, RT 5/RW 5;Sunny;cargo truck;Books;Lebih Cepat Sampai;7.0;10.2;cargo truck
sxyv078559529;Lembong;-6.9165602;107.610072;Sawahlunto;Kelly Savage;Patricia Jones;Dago No.900, RT 7/RW 3;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;7.0;9.9;van
audl294352117;Jalan Braga;-6.9168925;107.6091723;Malang;Gary Lawson;Kathy Grant;Dago No.271, RT 7/RW 3;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;8.0;10.9;cargo truck
cqpr587286765;Setiabudi;-6.8689938;107.5934024;Mojokerto;Jacqueline Lawson;Roberto Skinner;Kebon Kawung No.503, RT 10/RW 4;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;9.0;9.0;van
dkha069000208;Riau;-6.9059201;107.6209624;Payakumbuh;Victoria Martin;Randy Moss;Dago No.929, RT 10/RW 2;Sunny;cargo truck;Home;Tepat Waktu;3.0;14.8;cargo truck
fgud247232387;Jalan Braga;-6.9168925;107.6091723;Pagar Alam;Donald Flores;Jared Coleman;Ciwidey No.931, RT 10/RW 4;Sunny;pick up truck;Home;Terlambat;2.0;9.7;van
ynkk851336300;Lembong;-6.9165602;107.610072;Pontianak;Ronald Torres;Danny Ortega;Lembong No.422, RT 9/RW 6;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;7.0;14.1;cargo truck
ofhq519099322;Ciwidey;-7.1027234;107.4641673;Ternate;Christine Luna;Michelle Perez;Cihampelas No.116, RT 6/RW 4;Sunny;cargo truck;Toys;Lebih Cepat Sampai;9.0;9.2;van
bukk122624769;Riau;-6.9059201;107.6209624;Makassar;Jenna Hood;Sandra Nguyen;Dago No.203, RT 8/RW 6;Sunny;pick up truck;Sports;Lebih Cepat Sampai;6.0;6.3;van
